symbol_a,symbol_b,mcap_tercile,industry_same,prompt_variant,llm_tag,llm_conf,normalized_bucket,rationale_A,rationale_B,claim_type,basis_hint,counter_signal,verdict
ADSK,BR,중,상이,A,산업 소프트웨어 및 금융 기술,1.0,클라우드·엔터프라이즈SW,"{""claim"": ""Autodesk (ADSK)는 건축, 엔지니어링, 건설, 제조 등 광범위한 산업 분야를 위한 디자인 및 엔지니어링 소프트웨어를 제공하며, Broadridge (BR)는 금융 기관을 위한 투자자 커뮤니케이션, 거래 처리 및 기술 솔루션을 전문으로 한다. 두 회사의 핵심 사업 도메인은 명확히 분리되어 직접적인 경쟁 또는 연결 고리를 찾기 어렵다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 공식 웹사이트, 사업 보고서 및 시장 포지셔닝 정보"", ""counter_signal"": """"}",,known_fact,"각 기업의 공식 웹사이트, 사업 보고서 및 시장 포지셔닝 정보",,
DHR,MRNA,중,상이,A,생명과학 도구 및 바이오 신약 개발,0.95,헬스케어·의료기기·제약,"{""claim"": ""Danaher는 생명과학 연구 및 바이오 의약품 생산에 필요한 장비, 시약 및 솔루션을 제공하는 반면, Moderna는 mRNA 기반 치료제 및 백신을 연구 개발하는 바이오 제약 회사입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""Danaher 및 Moderna의 사업 보고서 및 공식 기업 소개"", ""counter_signal"": ""Danaher가 직접 mRNA 치료제를 개발하거나, Moderna가 생명과학 장비를 대규모로 제조 및 판매한다는 증거는 없습니다.""}",,known_fact,Danaher 및 Moderna의 사업 보고서 및 공식 기업 소개,"Danaher가 직접 mRNA 치료제를 개발하거나, Moderna가 생명과학 장비를 대규모로 제조 및 판매한다는 증거는 없습니다.",
CEG,PPL,중,상이,A,에너지 유틸리티,0.9,유틸리티,"{""claim"": ""CEG는 전력 생산 및 소매 공급에, PPL은 전력 및 천연가스 유틸리티 운영에 중점을 두어, 모두 에너지 유틸리티 산업 도메인에서 활동합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 설명 (Business descriptions of each company)"", ""counter_signal"": """"}",,known_fact,각 기업의 사업 설명 (Business descriptions of each company),,
F,TPR,중,상이,A,상이한 사업 도메인,0.9,자동차·부품·산업재,"{""claim"": ""F는 자동차 제조사이고 TPR은 명품 패션 기업으로, 사업 도메인과 제품군이 매우 상이하여 직접적인 경쟁 또는 사업적 연결성이 없습니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 보고서 및 제품 라인업"", ""counter_signal"": """"}",,known_fact,각 기업의 사업 보고서 및 제품 라인업,,
OTIS,WM,중,상이,A,시설 관리 지원 서비스,0.75,자동차·부품·산업재,"{""claim"": ""OTIS는 건물 내 수직 이동 시설을, WM은 건물 외부 폐기물 처리 서비스를 제공하며, 둘 다 시설 운영에 필수적인 지원 서비스다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""OTIS (엘리베이터 및 에스컬레이터 설치/서비스), WM (폐기물 관리 서비스) 사업 내용"", ""counter_signal"": ""두 기업의 핵심 사업 분야는 직접적인 경쟁 관계에 있지 않다.""}",,known_fact,"OTIS (엘리베이터 및 에스컬레이터 설치/서비스), WM (폐기물 관리 서비스) 사업 내용",두 기업의 핵심 사업 분야는 직접적인 경쟁 관계에 있지 않다.,
JBHT,SNA,중,상이,A,상업 운송 및 차량 유지보수,0.85,자동차·부품·산업재,"{""claim"": ""JBHT는 북미 지역의 주요 운송 및 물류 서비스를 제공하며, SNA는 상업용 차량 및 장비의 진단, 수리, 유지보수에 필요한 전문 도구와 장비를 공급한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 보고서 및 시장 포지셔닝."", ""counter_signal"": ""두 기업은 직접적인 경쟁 관계에 있지 않으며, 사업 모델이 상이하다는 점.""}",,known_fact,각 기업의 사업 보고서 및 시장 포지셔닝.,"두 기업은 직접적인 경쟁 관계에 있지 않으며, 사업 모델이 상이하다는 점.",
HLT,ROL,중,상이,A,건물 유지보수,0.9,여행·숙박·크루즈,"{""claim"": ""Hilton Worldwide Holdings (HLT)는 숙박 시설의 위생 및 고객 만족을 위해 Rollins (ROL)가 제공하는 해충 방제와 같은 건물 유지보수 서비스가 필수적이다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""HLT는 호텔 체인 운영사이며, ROL은 해충 방제를 포함한 상업용 시설 유지보수 서비스를 제공한다."", ""counter_signal"": ""ROL이 숙박 시설에 서비스를 제공하지 않거나, HLT가 모든 시설 유지보수 서비스를 완전히 내재화하는 경우""}",,known_fact,"HLT는 호텔 체인 운영사이며, ROL은 해충 방제를 포함한 상업용 시설 유지보수 서비스를 제공한다.","ROL이 숙박 시설에 서비스를 제공하지 않거나, HLT가 모든 시설 유지보수 서비스를 완전히 내재화하는 경우",
ORLY,PKG,중,상이,A,서로 다른 산업,0.9,자동차·부품·산업재,"{""claim"": ""ORLY는 자동차 부품 소매업체이며, PKG는 포장재 및 제지 제조업체로 사업 도메인이 명확히 다릅니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 공식 사업 내용 및 산업 분류 정보"", ""counter_signal"": ""두 기업 간 직접적인 공급망 연결 또는 경쟁 관계의 증거 없음""}",,known_fact,각 기업의 공식 사업 내용 및 산업 분류 정보,두 기업 간 직접적인 공급망 연결 또는 경쟁 관계의 증거 없음,
MDT,VTRS,중,상이,A,글로벌 헬스케어,0.9,헬스케어·의료기기·제약,"{""claim"": ""Medtronic은 의료기기 및 기술을, Viatris는 의약품을 제공하지만, 궁극적으로 글로벌 환자들의 건강 증진을 목표로 하는 헬스케어 산업 전반에 걸쳐 연결되어 있다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 사업 포트폴리오"", ""counter_signal"": ""직접적인 제품 경쟁은 하지 않으므로, 세부 사업 분야에서는 차이가 크다.""}",,known_fact,각 사의 사업 포트폴리오,"직접적인 제품 경쟁은 하지 않으므로, 세부 사업 분야에서는 차이가 크다.",
AMCR,AZO,중,상이,A,소비재 간접 공급망,0.2,부동산·REIT,"{""claim"": ""AMCR은 다양한 소비재 포장을 제공하고, AZO는 소비자 차량용 부품을 유통하여, 두 기업 모두 간접적으로 소비재 시장의 수요 변화에 영향을 받습니다."", ""claim_type"": ""inference"", ""basis_hint"": ""AMCR의 매출은 포장재가 사용되는 최종 소비재 생산량에 연동되며, AZO의 매출은 개인 차량 운행 및 유지보수 수요와 직결됩니다."", ""counter_signal"": ""두 기업의 핵심 사업 모델, 주력 고객, 그리고 직접적인 제품군은 포장재 제조와 자동차 부품 소매업으로 전혀 다릅니다.""}",,inference,"AMCR의 매출은 포장재가 사용되는 최종 소비재 생산량에 연동되며, AZO의 매출은 개인 차량 운행 및 유지보수 수요와 직결됩니다.","두 기업의 핵심 사업 모델, 주력 고객, 그리고 직접적인 제품군은 포장재 제조와 자동차 부품 소매업으로 전혀 다릅니다.",
CL,DLTR,중,상이,A,필수 소비재 소매,1.0,소매·소비재,"{""claim"": ""Colgate-Palmolive는 치약, 비누 등 필수 소비재를 생산하며, Dollar Tree는 이러한 제품을 포함한 다양한 상품을 할인 가격으로 판매하는 소매업체로서 필수 소비재 소매 시장에서 연결됩니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 기업의 핵심 사업 모델 및 제품/서비스 포트폴리오"", ""counter_signal"": """"}",,known_fact,두 기업의 핵심 사업 모델 및 제품/서비스 포트폴리오,,
FOX,T,중,상이,A,미디어 및 통신 서비스,0.7,미디어·스트리밍·검색,"{""claim"": ""AT&T는 무선 및 유선 통신 인프라와 서비스를 제공하며, FOX는 뉴스, 스포츠 등의 미디어 콘텐츠를 생산하고 방송 및 디지털 플랫폼을 통해 배포한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""AT&T의 핵심 통신 사업 (무선, 광대역), FOX의 주요 미디어 자산 (Fox News, Fox Sports, Tubi) 및 AT&T의 과거 WarnerMedia 보유 이력."", ""counter_signal"": ""AT&T가 과거 미디어 사업부(WarnerMedia)를 분사하면서, 두 기업 간의 직접적인 미디어 콘텐츠 경쟁은 크게 줄어들고 현재는 주로 콘텐츠 공급자와 통신 인프라 제공자로서 연결된다.""}",,known_fact,"AT&T의 핵심 통신 사업 (무선, 광대역), FOX의 주요 미디어 자산 (Fox News, Fox Sports, Tubi) 및 AT&T의 과거 WarnerMedia 보유 이력.","AT&T가 과거 미디어 사업부(WarnerMedia)를 분사하면서, 두 기업 간의 직접적인 미디어 콘텐츠 경쟁은 크게 줄어들고 현재는 주로 콘텐츠 공급자와 통신 인프라 제공자로서 연결된다.",
BR,FTNT,중,상이,A,기업용 기술 인프라,0.4,클라우드·엔터프라이즈SW,"{""claim"": ""Broadridge는 금융 서비스 기업의 디지털 커뮤니케이션 및 거래 처리 인프라 솔루션을 제공하며, Fortinet은 모든 기업의 사이버 보안 인프라 솔루션을 제공합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 공식 사업 소개 및 서비스 포트폴리오"", ""counter_signal"": ""두 회사의 핵심 사업 영역은 직접적으로 경쟁하지 않으며, 각기 다른 유형의 기업용 기술 인프라를 제공합니다.""}",,known_fact,각 기업의 공식 사업 소개 및 서비스 포트폴리오,"두 회사의 핵심 사업 영역은 직접적으로 경쟁하지 않으며, 각기 다른 유형의 기업용 기술 인프라를 제공합니다.",
INVH,O,중,상이,A,부동산 임대업,0.9,부동산·REIT,"{""claim"": ""INVH는 단독 주택을, O는 상업용 부동산을 소유하고 임대하여 수익을 창출하는 리츠이다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 사업 설명 및 포트폴리오"", ""counter_signal"": ""INVH는 주거용, O는 상업용 부동산에 집중하여 직접적인 자산 경쟁은 제한적이다.""}",,known_fact,각 사의 사업 설명 및 포트폴리오,"INVH는 주거용, O는 상업용 부동산에 집중하여 직접적인 자산 경쟁은 제한적이다.",
EXR,IRM,중,상이,B,보관 서비스,0.7,부동산·REIT,,"{""claim"": ""EXR은 개인 및 사업체 대상의 셀프 스토리지 시설을, IRM은 기업 대상의 문서 보관 및 데이터 센터 서비스를 제공하여, 모두 고객의 물품이나 정보를 안전하게 보관하는 서비스를 핵심으로 합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""EXR은 셀프 스토리지 REIT이며, IRM은 정보 및 데이터 보관 관리 전문 REIT입니다."", ""counter_signal"": ""EXR은 일반 물품을 개인이 직접 보관하는 셀프 스토리지인 반면, IRM은 주로 기업의 중요 문서 및 데이터를 관리하고 보관하는 전문 정보 관리 서비스로 사업 모델과 주요 고객층이 다릅니다.""}",known_fact,"EXR은 셀프 스토리지 REIT이며, IRM은 정보 및 데이터 보관 관리 전문 REIT입니다.","EXR은 일반 물품을 개인이 직접 보관하는 셀프 스토리지인 반면, IRM은 주로 기업의 중요 문서 및 데이터를 관리하고 보관하는 전문 정보 관리 서비스로 사업 모델과 주요 고객층이 다릅니다.",
BR,CTSH,중,상이,B,금융 IT 솔루션 및 서비스,0.8,클라우드·엔터프라이즈SW,,"{""claim"": ""Broadridge는 금융 특화 소프트웨어 및 서비스, Cognizant는 금융 분야를 포함한 IT 컨설팅 및 서비스를 제공하며, 둘 다 금융 산업의 기술 수요를 충족시킨다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 사업 내용 및 주요 서비스 분야"", ""counter_signal"": ""Broadridge는 특정 금융 업무 소프트웨어에, Cognizant는 더 광범위한 IT 서비스에 집중하여 직접적인 경쟁보다 보완적 관계일 수 있음.""}",known_fact,각 사의 사업 내용 및 주요 서비스 분야,"Broadridge는 특정 금융 업무 소프트웨어에, Cognizant는 더 광범위한 IT 서비스에 집중하여 직접적인 경쟁보다 보완적 관계일 수 있음.",
DOV,MMM,중,상이,B,산업용 기술 및 제품,0.9,자동차·부품·산업재,,"{""claim"": ""두 회사 모두 다양한 산업 분야에 걸쳐 특수 장비, 엔지니어링 제품, 첨단 소재 및 기술 기반 솔루션을 제공하는 다각화된 산업재 기업입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 회사의 사업 설명, 주요 제품군, 그리고 산업 부문별 고객군 분석."", ""counter_signal"": ""3M은 소비재 및 헬스케어 부문에서도 상당한 매출을 올리며, 이는 Dover의 핵심 산업 기계 사업과는 직접적인 경쟁 영역이 아닙니다.""}",known_fact,"각 회사의 사업 설명, 주요 제품군, 그리고 산업 부문별 고객군 분석.","3M은 소비재 및 헬스케어 부문에서도 상당한 매출을 올리며, 이는 Dover의 핵심 산업 기계 사업과는 직접적인 경쟁 영역이 아닙니다.",
OMC,T,중,상이,B,미디어 및 광고 산업,0.8,미디어·스트리밍·검색,,"{""claim"": ""옴니콤은 핵심 광고 서비스를 제공하며, AT&T는 통신망을 통해 미디어 콘텐츠를 유통하고 자체적으로 대규모 광고를 집행하여 미디어 및 광고 산업의 중요한 한 축을 담당합니다."", ""claim_type"": ""inference"", ""basis_hint"": ""OMC의 광고 대행업 본업, AT&T의 통신망을 통한 미디어 유통 플랫폼 역할 및 대규모 광고주로서의 위치."", ""counter_signal"": ""AT&T의 주 수입원은 미디어 콘텐츠 판매나 광고 수익이 아닌 통신 서비스입니다.""}",inference,"OMC의 광고 대행업 본업, AT&T의 통신망을 통한 미디어 유통 플랫폼 역할 및 대규모 광고주로서의 위치.",AT&T의 주 수입원은 미디어 콘텐츠 판매나 광고 수익이 아닌 통신 서비스입니다.,
BG,HSY,중,상이,B,설탕 및 감미료,0.9,소매·소비재,,"{""claim"": ""Bunge는 주요 설탕 생산업체이며, Hershey는 초콜릿 및 제과 제품의 핵심 원료로 설탕을 대량 소비한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""BG의 사업 영역(설탕 생산 및 유통) 및 HSY의 제품 구성(초콜릿, 사탕류 등 설탕 함유 제품)."", ""counter_signal"": ""BG가 HSY에 직접 설탕을 공급한다는 구체적인 공급 계약 정보는 확인되지 않음.""}",known_fact,"BG의 사업 영역(설탕 생산 및 유통) 및 HSY의 제품 구성(초콜릿, 사탕류 등 설탕 함유 제품).",BG가 HSY에 직접 설탕을 공급한다는 구체적인 공급 계약 정보는 확인되지 않음.,
EFX,IEX,중,상이,B,상이한 산업군,0.9,자동차·부품·산업재,,"{""claim"": ""Equifax는 데이터 분석 및 신용 보고 등 정보 서비스업에, IDEX는 산업용 펌프 및 부품 등 기계 제조에 종사하여 사업 영역과 고객 기반이 완전히 다릅니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 설명 및 산업 분류"", ""counter_signal"": """"}",known_fact,각 기업의 사업 설명 및 산업 분류,,
EQT,PSX,중,상이,B,석유가스 가치사슬,1.0,에너지·유전·수처리,,"{""claim"": ""EQT는 석유 및 가스 탐사 및 생산(상류 부문)을, Phillips 66은 석유 정제 및 마케팅(하류 부문)을 담당하여 석유가스 가치사슬의 서로 다른 단계에 위치한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""제공된 종목별 사업 설명 및 일반적인 에너지 산업 가치사슬 구조에 대한 이해"", ""counter_signal"": """"}",known_fact,제공된 종목별 사업 설명 및 일반적인 에너지 산업 가치사슬 구조에 대한 이해,,
DVN,MPC,중,상이,B,원유 생산 및 정유,1.0,에너지·유전·수처리,,"{""claim"": ""DVN은 원유 및 천연가스 탐사 및 생산(업스트림)에 주력하며, MPC는 원유를 정제하여 석유 제품을 생산 및 판매(다운스트림)한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 회사의 사업 모델 및 산업 포지셔닝"", ""counter_signal"": """"}",known_fact,각 회사의 사업 모델 및 산업 포지셔닝,,
AVB,VTR,중,상이,B,부동산 투자,0.95,부동산·REIT,,"{""claim"": ""AVB는 주거용, VTR은 헬스케어 시설에 집중하지만, 두 종목 모두 부동산 자산을 소유 및 운영하며 임대 수익을 창출하는 부동산 투자 신탁(REIT) 모델을 따르는 기업이다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 종목의 사업 설명(REIT - Residential, REIT - Healthcare Facilities) 및 주력 사업 모델 확인."", ""counter_signal"": ""두 회사가 투자하는 부동산의 최종 용도 및 임차인 시장이 완전히 달라 직접적인 운영 시장 경쟁은 발생하지 않는다.""}",known_fact,"각 종목의 사업 설명(REIT - Residential, REIT - Healthcare Facilities) 및 주력 사업 모델 확인.",두 회사가 투자하는 부동산의 최종 용도 및 임차인 시장이 완전히 달라 직접적인 운영 시장 경쟁은 발생하지 않는다.,
K,MNST,중,상이,B,간편식 및 음료,0.8,소매·소비재,,"{""claim"": ""켈라노바는 스낵, 시리얼 등 간편식품을, 몬스터는 에너지 음료 등 간편 음료를 생산하며, 동일한 소매 유통 채널에서 소비자의 간편한 소비 니즈를 충족시킵니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 주요 제품군 정보 및 소매점 진열 방식"", ""counter_signal"": ""양사는 주로 고형 식품과 액체 음료로 제품군이 명확히 구분되어 직접적인 제품 간 경쟁은 제한적입니다.""}",known_fact,각 사의 주요 제품군 정보 및 소매점 진열 방식,양사는 주로 고형 식품과 액체 음료로 제품군이 명확히 구분되어 직접적인 제품 간 경쟁은 제한적입니다.,
GEV,PPL,중,상이,B,전력 발전 및 유틸리티,0.95,유틸리티,,"{""claim"": ""GEV는 재생 에너지 발전 기술 및 서비스를 제공하며, PPL은 전기를 생산, 송전, 배전하는 규제 전력 유틸리티로서, 둘 다 전력 산업의 핵심 영역에서 활동한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""GEV의 재생 에너지 발전 사업과 PPL의 규제 전력 유틸리티 사업 설명"", ""counter_signal"": """"}",known_fact,GEV의 재생 에너지 발전 사업과 PPL의 규제 전력 유틸리티 사업 설명,,
STZ,TSN,중,상이,B,식품 및 음료,0.9,소매·소비재,,"{""claim"": ""Constellation Brands는 주류 제조업체이며 Tyson Foods는 육류 및 가공식품 제조업체로서, 둘 다 넓은 의미의 식품 및 음료 소비재 시장에서 소비자의 지출을 놓고 간접적으로 연결됩니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""STZ는 주류(맥주, 와인, 증류주)를, TSN은 육류(닭고기, 소고기, 돼지고기) 및 가공식품을 취급하며, 이들은 모두 소비자의 식음료 소비 예산을 공유하는 시장 플레이어입니다."", ""counter_signal"": ""두 기업이 직접적으로 경쟁하는 제품군은 없으며, 각자의 산업 분류는 '음료 - 와인 및 증류주'와 '농업 - 농산물'로 상이합니다.""}",known_fact,"STZ는 주류(맥주, 와인, 증류주)를, TSN은 육류(닭고기, 소고기, 돼지고기) 및 가공식품을 취급하며, 이들은 모두 소비자의 식음료 소비 예산을 공유하는 시장 플레이어입니다.","두 기업이 직접적으로 경쟁하는 제품군은 없으며, 각자의 산업 분류는 '음료 - 와인 및 증류주'와 '농업 - 농산물'로 상이합니다.",
BIIB,GEHC,중,상이,B,제약 및 의료 진단 솔루션,0.9,헬스케어·의료기기·제약,,"{""claim"": ""바이오젠은 의약품을 개발하고 GE헬스케어는 의료 진단 기술과 장비를 제공하며, 이는 신약 개발 및 환자 치료 과정에서 필수적인 상호 보완 관계를 형성합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""바이오젠은 주로 신경계 질환 치료제를 개발하며, GE헬스케어는 의료 영상 장비, 진단 솔루션 및 의약품 진단(Pharmaceutical Diagnostics)을 제공합니다. GEHC의 진단 기술은 BIIB의 치료제 임상시험 및 환자 모니터링에 활용될 수 있습니다."", ""counter_signal"": ""두 회사가 직접적으로 동일 제품군에서 경쟁하는 경우는 매우 드뭅니다.""}",known_fact,"바이오젠은 주로 신경계 질환 치료제를 개발하며, GE헬스케어는 의료 영상 장비, 진단 솔루션 및 의약품 진단(Pharmaceutical Diagnostics)을 제공합니다. GEHC의 진단 기술은 BIIB의 치료제 임상시험 및 환자 모니터링에 활용될 수 있습니다.",두 회사가 직접적으로 동일 제품군에서 경쟁하는 경우는 매우 드뭅니다.,
ABBV,MRNA,중,상이,B,바이오 제약,0.9,헬스케어·의료기기·제약,,"{""claim"": ""두 회사 모두 질병 치료를 위한 의약품 및 백신을 연구, 개발, 생산 및 상업화하는 생명공학 기반의 제약 사업을 영위합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""ABBV는 일반 의약품 제조사로, MRNA는 생명공학 회사로 분류되며, 이들은 모두 의약품 시장에서 경쟁합니다."", ""counter_signal"": ""ABBV는 광범위한 기존 의약품 포트폴리오를 보유한 반면 MRNA는 mRNA 기술에 특화되어 신약 개발 방식에 차이가 있습니다.""}",known_fact,"ABBV는 일반 의약품 제조사로, MRNA는 생명공학 회사로 분류되며, 이들은 모두 의약품 시장에서 경쟁합니다.",ABBV는 광범위한 기존 의약품 포트폴리오를 보유한 반면 MRNA는 mRNA 기술에 특화되어 신약 개발 방식에 차이가 있습니다.,
LH,STE,중,상이,B,의료기관 운영 지원,0.9,헬스케어·의료기기·제약,,"{""claim"": ""Labcorp는 진단 검사 서비스를, STERIS는 감염 관리 및 수술 솔루션을 제공하며, 둘 다 의료기관의 필수적인 운영 기능을 지원한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""Labcorp는 임상 진단 및 약물 개발 서비스 제공, STERIS는 감염 예방 및 수술 기술 제공."", ""counter_signal"": ""두 회사는 직접적인 사업 분야에서 경쟁하기보다는 의료 시설 운영에 대한 보완적인 역할을 수행한다.""}",known_fact,"Labcorp는 임상 진단 및 약물 개발 서비스 제공, STERIS는 감염 예방 및 수술 기술 제공.",두 회사는 직접적인 사업 분야에서 경쟁하기보다는 의료 시설 운영에 대한 보완적인 역할을 수행한다.,
HPQ,INTC,중,상이,B,PC 부품 공급망,0.95,반도체·메모리,,"{""claim"": ""HPQ는 PC 및 하드웨어 제조업체로서 INTC의 프로세서와 같은 핵심 반도체 부품을 주요 공급받아 제품을 생산한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""양사의 사업 영역 및 제품 구성, 산업 내 공급망 역할"", ""counter_signal"": ""HPQ는 INTC 외 다른 반도체 제조사의 부품도 사용하며, INTC 또한 HPQ 외 다양한 고객사에 부품을 공급한다.""}",known_fact,"양사의 사업 영역 및 제품 구성, 산업 내 공급망 역할","HPQ는 INTC 외 다른 반도체 제조사의 부품도 사용하며, INTC 또한 HPQ 외 다양한 고객사에 부품을 공급한다.",
DTE,SRE,중,상이,B,에너지 유틸리티,0.95,유틸리티,,"{""claim"": ""DTE Energy는 규제된 전력 사업을, Sempra는 전력 및 가스 등 다각화된 유틸리티 사업을 영위하여 공통적으로 에너지 관련 유틸리티 도메인에 속합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 회사의 사업 설명(Regulated Electric, Diversified Utilities) 참조"", ""counter_signal"": """"}",known_fact,"두 회사의 사업 설명(Regulated Electric, Diversified Utilities) 참조",,
LEN,LOW,중,상이,B,주택 건설 및 개선,0.9,부동산·REIT,,"{""claim"": ""Lennar는 주택을 건설하는 주요 주택 건설업체이며, Lowe's는 주택 소유주 및 전문가에게 주택 개선 제품과 서비스를 제공하므로, 둘 다 주택 라이프사이클의 핵심적인 부분에 기여합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 회사 모두 건강한 주택 시장, 주택 거래량, 주택 소유주의 지출에 크게 의존합니다."", ""counter_signal"": ""Lennar는 신규 주택 건설에, Lowe's는 기존 주택의 유지보수 및 개선에 중점을 두므로 직접적인 경쟁 관계는 아닙니다.""}",known_fact,"두 회사 모두 건강한 주택 시장, 주택 거래량, 주택 소유주의 지출에 크게 의존합니다.","Lennar는 신규 주택 건설에, Lowe's는 기존 주택의 유지보수 및 개선에 중점을 두므로 직접적인 경쟁 관계는 아닙니다.",
HUBB,OTIS,중,상이,B,건축 인프라 시스템,0.9,자동차·부품·산업재,,"{""claim"": ""Hubbell은 건물에 필요한 전기 장비 및 부품을, Otis는 엘리베이터 및 에스컬레이터와 같은 수직 운송 시스템을 제공하며, 이들은 모두 건축 및 건물 운영에 필수적인 인프라 시스템을 구성합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 회사의 공식 사업 설명 및 주요 제품 포트폴리오"", ""counter_signal"": ""두 회사는 직접적인 제품 경쟁 관계에 있지 않으며, 각자의 전문 분야가 명확히 구분됩니다.""}",known_fact,두 회사의 공식 사업 설명 및 주요 제품 포트폴리오,"두 회사는 직접적인 제품 경쟁 관계에 있지 않으며, 각자의 전문 분야가 명확히 구분됩니다.",
EA,FTV,중,상이,B,이종 산업,1.0,미디어·스트리밍·검색,,"{""claim"": ""EA는 비디오 게임 개발 및 유통에 주력하는 엔터테인먼트 기업인 반면, FTV는 산업용 계측 장비, 소프트웨어 및 서비스를 제공하는 기술 기업으로, 사업적으로 직접적인 경쟁 또는 연결점이 없습니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 공식 사업 설명 및 주요 제품 포트폴리오 분석 (EA의 게임 소프트웨어 vs FTV의 산업용 하드웨어 및 계측 솔루션)."", ""counter_signal"": ""FTV가 게임 관련 하드웨어 또는 소프트웨어 시장에 진출하거나, EA가 산업용 솔루션 분야로 사업을 확장하는 경우.""}",known_fact,각 기업의 공식 사업 설명 및 주요 제품 포트폴리오 분석 (EA의 게임 소프트웨어 vs FTV의 산업용 하드웨어 및 계측 솔루션).,"FTV가 게임 관련 하드웨어 또는 소프트웨어 시장에 진출하거나, EA가 산업용 솔루션 분야로 사업을 확장하는 경우.",
GNRC,ROP,하,동일,A,산업용 전력 및 제어 솔루션,0.6,자동차·부품·산업재,"{""claim"": ""제너락(GNRC)은 주택 및 산업용 전력 발전 장비와 에너지 저장 솔루션을 제공하며, 로퍼(ROP)는 산업용 제어, 측정 및 유량 처리 기술을 포함한 다양한 산업 기술 솔루션을 제공한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 부문 및 주요 제품 포트폴리오"", ""counter_signal"": ""두 기업은 핵심 사업 영역에서 직접적인 경쟁 관계에 있지 않으며, GNRC는 전력 생산/저장에, ROP는 산업 공정 제어 및 측정에 초점을 맞추고 있어 제공하는 제품의 성격과 고객층이 다소 상이하다.""}",,known_fact,각 기업의 사업 부문 및 주요 제품 포트폴리오,"두 기업은 핵심 사업 영역에서 직접적인 경쟁 관계에 있지 않으며, GNRC는 전력 생산/저장에, ROP는 산업 공정 제어 및 측정에 초점을 맞추고 있어 제공하는 제품의 성격과 고객층이 다소 상이하다.",
DOC,VTR,하,동일,A,의료용 부동산 투자,1.0,부동산·REIT,"{""claim"": ""DOC와 VTR은 모두 의료 오피스 빌딩, 노인 요양 시설 등 헬스케어 관련 부동산에 투자하고 관리하는 리츠(REITs)이다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 공식 웹사이트, 투자자 보고서 및 SEC Filing(10-K 등)"", ""counter_signal"": """"}",,known_fact,"각 사의 공식 웹사이트, 투자자 보고서 및 SEC Filing(10-K 등)",,
FI,JKHY,하,동일,A,금융기관 IT 솔루션,0.95,클라우드·엔터프라이즈SW,"{""claim"": ""Fiserv와 Jack Henry & Associates는 모두 은행 및 신용조합과 같은 금융기관에 핵심 뱅킹 시스템, 결제 처리 및 디지털 뱅킹 솔루션을 제공하는 주요 경쟁업체입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 회사의 공식 웹사이트, 금융 기술 산업 분석 보고서, 투자자 관계 자료."", ""counter_signal"": """"}",,known_fact,"두 회사의 공식 웹사이트, 금융 기술 산업 분석 보고서, 투자자 관계 자료.",,
