symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok,gate_class_v2,review_status_v2,self_contradiction,is_enumeration,symbol_boundary_ok,normalized_tag,summary_ko,summary_flags,full_evidence,source_line,roles_ko,decision_hint
PCAR↔CMI,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",엔진,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,True,False,자동차·부품·산업재,Cummins로부터의 공급 중단 및 이로 인한 트럭 생산 중단은 회사의 실적에 중대한 영향을 미칠 수 있다. 구매 자재 및 부품에는 원자재와 독립 공급업체가 제조한 완제품 부품이 포함된다.,list|truncated,"A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production of trucks, would have a material effect on the Company’s results. Purchased materials and parts include raw materials, partially processed materials, such as castings, and finished components manufactured by independent suppliers.",PCAR 10-K FY2025 · Item 1 사업,symbol_a는 Cummins의 공급 중단으로 영향을 받을 수 있는 회사이다. symbol_b는 회사에 부품을 공급하는 주체 중 하나이다.,
PCAR↔ETN,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",트럭 부품 공급,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,True,False,자동차·부품·산업재,Eaton으로부터의 공급 중단 및 이로 인한 트럭 생산 중단은 회사의 실적에 중대한 영향을 미칠 수 있다. 구매 자재 및 부품에는 원자재와 독립 공급업체가 제조한 완제품 부품이 포함된다.,list|truncated,"A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production of trucks, would have a material effect on the Company’s results. Purchased materials and parts include raw materials, partially processed materials, such as castings, and finished components manufactured by independent suppliers.",PCAR 10-K FY2025 · Item 1 사업,symbol_a는 Eaton의 공급 중단으로 영향을 받을 수 있는 회사이다. symbol_b는 회사에 부품을 공급하는 주체 중 하나이다.,
PCAR↔LII,DEPENDS_ON,"SEC 10-K: A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production ",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"Cummins, Eaton, ZF 또는 Magna로부터의 공급 중단 및 이로 인한 트럭 생산 중단은 회사의 실적에 중대한 영향을 미칠 수 있다. 구매 자재 및 부품에는 원자재와 독립 공급업체가 제조한 완제품 부품이 포함된다.",list|target_absent|truncated,"A loss of supply from Cummins, Eaton, ZF or Magna, and the resulting interruption in the production of trucks, would have a material effect on the Company’s results. Purchased materials and parts include raw materials, partially processed materials, such as castings, and finished components manufactured by independent suppliers.",PCAR 10-K FY2025 · Item 1 사업,symbol_a는 공급 중단으로 영향을 받을 수 있는 회사이다. symbol_b 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
PSA↔GOOGL,DEPENDS_ON,"SEC 10-K: Marketing initiatives, including our increasing dependence on Google to source customers, may fail t",디지털 마케팅,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,디지털 마케팅,"회사는 고객 유치를 위해 구글에 대한 의존도가 증가하고 있으며, 이는 마케팅 이니셔티브의 효과에 부정적인 영향을 미칠 수 있다. 2025년 신규 스토리지 고객의 절반 이상이 구글의 유료 및 무료 검색 캠페인을 통해 유치되었다.",truncated,"Similar restrictions could be imposed in the future, including in response to significant events and these restrictions could adversely impact our operations.
Our marketing and pricing strategies may fail to be effective or may be constrained by factors outside of our control.
Marketing initiatives, including our increasing dependence on Google to source customers, may fail to be effective and could negatively impact financial performance. More than half of our new storage customers in 2025 were sourced directly or indirectly through “unpaid” search and “paid” search campaigns on Google.",PSA 10-K FY2025 · Item 1 사업,symbol_a는 고객 유치를 위해 구글에 의존하는 회사이다. symbol_b는 회사가 고객을 유치하는 데 활용하는 검색 캠페인을 제공하는 플랫폼이다.,
SMCI↔ALGN,DEPENDS_ON,SEC 10-K: Ablecom also coordinates the manufacturing of chassis for us.,,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,Ablecom은 회사를 위해 섀시 제조를 조율하며 대량의 계약 제조 서비스를 제공한다. 또한 Ablecom은 다양한 공급업체가 제조한 다수의 부품 및 서브어셈블리를 회사의 시설로 선적하기 전에 보관한다.,target_absent,"Ablecom also coordinates the manufacturing of chassis for us. In addition to providing a large volume of contract manufacturing services to us, Ablecom warehouses multiple components and subassemblies manufactured by various suppliers before shipping them to our facilities in the United States, Europe, and Asia.",SMCI 10-K FY2025 · Item 1 사업,symbol_a는 Ablecom으로부터 계약 제조 서비스를 받고 섀시 제조를 조율받는 회사이다. symbol_b 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
SNDK↔WDC,DEPENDS_ON,"SEC 10-K: Prior to February 21, 2025, we were wholly owned by WDC.",,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,True,,회사는 2025년 2월 21일 이전에 WDC에 의해 전적으로 소유되었다.,,"Prior to February 21, 2025, we were wholly owned by WDC.",SNDK 10-K FY2025,symbol_a는 2025년 2월 21일 이전에 symbol_b에 의해 전적으로 소유되었던 회사이다. symbol_b는 2025년 2월 21일 이전에 symbol_a를 전적으로 소유했던 회사이다.,
SYF↔FISV,DEPENDS_ON,"SEC 10-K: For example, our principal technology and related services (including credit card transaction proces",신용카드 거래 처리,False,SUPPLIES_TO,pending,pending,False,True,0.1,True,pending,pending,False,False,False,금융·결제·거래소,"SYF의 주요 기술 및 관련 서비스와 온라인 소매 예금 플랫폼은 Fiserv와의 계약을 통해 처리되며, Fiserv는 해당 서비스의 유일하거나 제한된 소스 중 하나이다.",target_absent|truncated,"For example, our principal technology and related services (including credit card transaction processing, production and related services (including the printing and mailing of customer statements)), and the platform for our online retail deposits are handled via a contractual arrangement with Fiserv. Fiserv, and, in some cases, other third-party vendors, are the sole source or one of a limited number of sources of the services they provide for us.",SYF 10-K FY2025 · Item 7 MD&A,"SYF는 서비스를 받는 주체로 등장하며, FISV는 SYF에게 기술 및 관련 서비스를 제공하는 계약 파트너로 등장한다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
TTWO↔MSFT,DEPENDS_ON,"SEC 10-K: Accordingly, console manufacturers like Sony or Microsoft could cause unanticipated delays in the re",게임 콘솔,True,,auto_candidate,pending,True,True,0.8,True,auto_candidate,pending,False,False,False,게임 콘솔,"소니나 마이크로소프트와 같은 콘솔 제조업체는 TTWO 제품 출시 지연 및 개발, 제조, 마케팅, 유통 비용 증가를 유발하여 TTWO 사업에 부정적인 영향을 미칠 수 있다.",truncated,"Accordingly, console manufacturers like Sony or Microsoft could cause unanticipated delays in the release of our products, as well as increases to projected development, manufacturing, marketing, or distribution costs, any of which could negatively impact our business.
Furthermore, our customers may also be placed into bankruptcy, become insolvent, or be liquidated due to economic downturns, global credit contractions, or other factors. Bankruptcies or consolidations of certain large retail customers could seriously hurt our business, including as a result of uncollectible accounts receivable from such customers and the concentration of purchasing power among large retailers.",TTWO 10-K FY2025 · Item 7 MD&A,"TTWO는 제품 출시가 지연되거나 비용이 증가할 수 있는 주체로 등장하며, MSFT는 TTWO 제품 출시 및 비용에 영향을 미칠 수 있는 콘솔 제조업체로 등장한다.",
VTRS↔PFE,DEPENDS_ON,SEC 10-K: certain reimbursements related to the Company’s obligation to reimburse Pfizer for certain financing,재무 상환 의무,True,,auto_candidate,pending,True,True,0.8,True,auto_candidate,pending,False,False,False,기타,VTRS는 사업결합계약 및 분리·배분계약에 따라 특정 금융 및 거래 관련 비용에 대해 Pfizer에 상환할 의무가 있다.,m&a|truncated,"certain reimbursements related to the Company’s obligation to reimburse Pfizer for certain financing and transaction related costs under the Business Combination Agreement and Separation and Distribution Agreement, certain other TSA related set-up and exit costs, and other business transformation and/or optimization initiatives, which are not part of a formal restructuring program, including employee separation and post-employment costs;
•
Other costs, incurred from time to time, related to certain special events or activities that lead to gains or losses, including, but not limited to, incremental manufacturing variances, contractual termination costs, certain remediation activities, asset write-downs, including other-than-temporary impairments of investments in equity or debt instruments, or liability adjustments;
•
Certain costs to further develop and optimize our global enterprise resource planning systems, operations and supply chain; 
•
Gains or losses from divestitures, including impairments of held for sale assets; and
•
The impact of changes related to uncertain tax positions are excluded from adjusted net earnings and adjusted EPS.",VTRS 10-K FY2025 · Item 7 MD&A,"VTRS는 특정 비용을 PFE에 상환할 의무가 있는 회사로 등장하며, PFE는 VTRS가 상환해야 할 비용의 대상 회사로 등장한다.",
WAT↔CI,DEPENDS_ON,SEC 10-K: including tariffs and export restrictions on certain manufacturing components imposed by China,,False,DEPENDS_ON,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"미국 정부는 모든 수입품에 대해 다양한 수준의 관세를 부과했으며, 이는 중국을 포함한 여러 국가의 보복 관세 및 수출 제한을 유발했다.",target_absent|truncated,"government issued varying levels of tariffs on all imported goods into the U.S., including a baseline 10% tariff, subject to certain exceptions, which have also prompted retaliatory tariffs by a number of countries, including tariffs and export restrictions on certain manufacturing components imposed by China and tariffs pursuant to trade agreements the U.S. has entered into with certain countries.",WAT 10-K FY2025 · Item 1 사업,"WAT 미등장, CI 미등장.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
WDC↔SNDK,DEPENDS_ON,"SEC 10-K: On February 21, 2025 (the “Separation Date”), we completed the separation of our HDD and Flash busin",하드 디스크 드라이브,False,SUPPLIES_TO,pending,pending,False,True,0.7,True,pending,pending,False,True,False,하드 디스크 드라이브,"2025년 2월 21일, WDC는 HDD 및 플래시 사업부를 분리하여 두 개의 독립적인 상장사를 만들었으며, WDC는 기존 HDD 사업에 집중하고 Sandisk Corporation(이전에는 WDC의 전액 출자 자회사)이 플래시 사업을 보유하게 되었다.",list|m&a|target_absent|truncated,"HDDs provide reliable, cost-effective, high-capacity storage needs for a wide range of applications, ranging from cloud data centers, enterprise storage systems, edge computing, and video surveillance to client and consumer devices.
On February 21, 2025 (the “Separation Date”), we completed the separation of our HDD and Flash business units (the “Separation”) to create two independent public companies, with Western Digital focusing on our existing HDD business and Sandisk Corporation (“Sandisk”), formerly a wholly-owned subsidiary of the Company, holding the Flash business. We believe the Separation better positions each business unit to execute innovative technology and product development, capitalize on unique growth opportunities, extend respective leadership positions, operate more efficiently with distinct capital structures, and pursue capital allocation strategies that maximize long-term shareholder value.
As global data creation continues to accelerate, particularly in the age of AI, and as the need to store and retain data also grows, we believe HDDs will continue to remain the preferred technology for storing large volumes of data as the most economical solution to the large cloud data centers for their mass storage needs.",WDC 10-K FY2025 · Item 1 사업,"WDC는 HDD 사업에 집중하는 분리된 회사로 등장하며, SNDK는 WDC의 플래시 사업을 보유하는 분리된 회사로 등장한다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
ABBV↔ABT,PARTNER_WITH,"SEC 10-K: On January 1, 2013, AbbVie became an independent, publicly-traded company as a result of the distrib",,False,COMPETES_WITH,pending,pending,False,True,0.7,True,pending,pending,False,False,False,,"2013년 1월 1일, Abbott Laboratories가 AbbVie의 발행된 보통주 100%를 주주들에게 배분함에 따라 AbbVie는 독립적인 상장 회사가 되었다.",m&a|target_absent|truncated,"On January 1, 2013, AbbVie became an independent, publicly-traded company as a result of the distribution by Abbott Laboratories (Abbott) of 100% of the outstanding common stock of AbbVie to Abbott's shareholders.",ABBV 10-K FY2025,"ABBV는 ABT로부터 분리되어 독립적인 상장 회사가 된 주체로 등장하며, ABT는 ABBV의 보통주를 주주들에게 배분하여 ABBV를 분리한 회사로 등장한다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
AKAM↔APTV,PARTNER_WITH,SEC 10-K: We market and sell our solutions globally through our field sales and services organization and thro,,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,AKAM은 현장 영업 및 서비스 조직과 다양한 채널 파트너를 통해 전 세계적으로 솔루션을 판매하고 마케팅한다.,target_absent|truncated,"Less than 10% of our total revenue in each of the years ended December 31, 2025, 2024 and 2023 was derived from contracts or subcontracts terminable at the election of the federal government.
Sales, Services and Marketing
We market and sell our solutions globally through our field sales and services organization and through many channel partners, including adidas, AHEAD, Avant, BV Tech, Carahsoft, CPD, Deloitte, Deutsche Telecom, Doyen, Guidepoint, Kyndryl, LevelBlue, Macnica, Microsoft Azure, Netpoleon, Oplium, Optiv, Presidio, SHI, Telefonica Group, Trace3 and WWT. In addition to entering into agreements with resellers, we have several other types of sales and marketing focused alliances with entities such as system integrators, application service providers, technology solution distributors, referral partners and marketplaces.",AKAM 10-K FY2025 · Item 1 사업,"AKAM은 솔루션을 판매하고 마케팅하는 주체로 등장하며, APTV 미등장.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
AKAM↔MSFT,PARTNER_WITH,SEC 10-K: We market and sell our solutions globally through our field sales and services organization and thro,,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,AKAM은 현장 영업 및 서비스 조직과 다양한 채널 파트너를 통해 전 세계적으로 솔루션을 판매하고 마케팅한다.,target_absent|truncated,"Less than 10% of our total revenue in each of the years ended December 31, 2025, 2024 and 2023 was derived from contracts or subcontracts terminable at the election of the federal government.
Sales, Services and Marketing
We market and sell our solutions globally through our field sales and services organization and through many channel partners, including adidas, AHEAD, Avant, BV Tech, Carahsoft, CPD, Deloitte, Deutsche Telecom, Doyen, Guidepoint, Kyndryl, LevelBlue, Macnica, Microsoft Azure, Netpoleon, Oplium, Optiv, Presidio, SHI, Telefonica Group, Trace3 and WWT. In addition to entering into agreements with resellers, we have several other types of sales and marketing focused alliances with entities such as system integrators, application service providers, technology solution distributors, referral partners and marketplaces.",AKAM 10-K FY2025 · Item 1 사업,"AKAM은 솔루션을 판매하고 마케팅하는 주체로 등장하며, MSFT는 AKAM의 채널 파트너 중 하나인 'Microsoft Azure'의 일부로 등장한다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
ANET↔AVGO,PARTNER_WITH,"SEC 10-K: Our product development efforts also depend upon continued collaboration with our key suppliers, suc",,False,DEPENDS_ON,pending,pending,False,True,0.3,True,pending,pending,False,False,False,,"ANET의 제품 개발 노력은 Broadcom과 같은 주요 공급업체와의 지속적인 협력에 달려 있으며, ANET은 핵심 실리콘 벤더들과 협력하여 제품 개선을 추구한다.",target_absent|truncated,"Furthermore, our arrangements with contract manufacturers and suppliers typically do not impose purchase obligations for specific quantities beyond the amounts established in our submitted purchase orders or forecasts.
Our product development efforts also depend upon continued collaboration with our key suppliers, such as Broadcom. As we develop our product roadmap and continue to expand our relationships with these and other merchant silicon vendors, it is crucial that we collaborate closely with our key merchant silicon vendors to ensure that their silicon incorporates enhanced features and that our products leverage these improvements.",ANET 10-K FY2025 · Item 1 사업,"ANET은 제품 개발을 위해 공급업체와 협력하는 주체로 등장하며, AVGO는 ANET의 주요 공급업체 중 하나인 'Broadcom'으로 등장한다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
AXP↔AMZN,PARTNER_WITH,"SEC 10-K: For example, our two largest redemption partners are Amazon and Delta.",리워드 프로그램,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,기타,AXP의 가장 큰 리뎀션 파트너 중 두 곳은 Amazon과 Delta이다.,,"For example, our two largest redemption partners are Amazon and Delta. Some of our partners manage certain aspects of our customer relationships, such as our OptBlue program participants.",AXP 10-K FY2025 · Item 7 MD&A,"AXP는 Amazon을 리뎀션 파트너로 두는 주체로 등장하며, AMZN은 AXP의 가장 큰 리뎀션 파트너 중 하나인 'Amazon'으로 등장한다.",
BKR↔NXT,PARTNER_WITH,"SEC 10-K: Over the past several years, we have made progress in strategic investments and acquisitions in emer",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"이 회사는 지난 몇 년간 신흥 에너지 기술에 전략적으로 투자하고 기업을 인수하여 CCUS, 수소, 청정 전력 및 e-연료를 발전시켰으며, 특정 회사들과 전략적 파트너십을 맺었습니다. 또한, 회사의 지속가능성 자문 서비스는 고객이 탄소 배출량을 정량화하고 효율적으로 줄이도록 돕고 있으며, 인공지능 기반 솔루션에 대한 고객의 수요가 증가하고 있습니다.",m&a|target_absent|truncated,"Over the past several years, we have made progress in strategic investments and acquisitions in emerging energy technologies to advance CCUS, hydrogen, clean power and e-fuels, and have established strategic partnerships with companies such as Fervo Energy, Frontier Carbon Solutions, HIF Global, and NET Power. Our Sustainability Advisory enables us to complement our low-to zero-carbon solutions with expert capabilities that help customers quantify and reduce emissions more efficiently, while also continuing to expand our low-to zero-carbon solutions.
•
Digital & artificial intelligence (""AI"") advancement:
 We are seeing growing demand for more intelligent operations and the adoption of AI-based solutions as part of our customers' digital transformations.",BKR 10-K FY2025 · Item 1 사업,"BKR: 'we'로 지칭되며 전략적 투자 및 인수, 파트너십을 맺고 지속가능성 자문 서비스를 제공하는 주체로 등장합니다. NXT: NXT 미등장.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
BKR↔VLO,PARTNER_WITH,"SEC 10-K: Over the past several years, we have made progress in strategic investments and acquisitions in emer",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"이 회사는 지난 몇 년간 신흥 에너지 기술에 전략적으로 투자하고 기업을 인수하여 CCUS, 수소, 청정 전력 및 e-연료를 발전시켰으며, 특정 회사들과 전략적 파트너십을 맺었습니다. 또한, 회사의 지속가능성 자문 서비스는 고객이 탄소 배출량을 정량화하고 효율적으로 줄이도록 돕고 있으며, 인공지능 기반 솔루션에 대한 고객의 수요가 증가하고 있습니다.",m&a|target_absent|truncated,"Over the past several years, we have made progress in strategic investments and acquisitions in emerging energy technologies to advance CCUS, hydrogen, clean power and e-fuels, and have established strategic partnerships with companies such as Fervo Energy, Frontier Carbon Solutions, HIF Global, and NET Power. Our Sustainability Advisory enables us to complement our low-to zero-carbon solutions with expert capabilities that help customers quantify and reduce emissions more efficiently, while also continuing to expand our low-to zero-carbon solutions.
•
Digital & artificial intelligence (""AI"") advancement:
 We are seeing growing demand for more intelligent operations and the adoption of AI-based solutions as part of our customers' digital transformations.",BKR 10-K FY2025 · Item 1 사업,"BKR: 'we'로 지칭되며 전략적 투자 및 인수, 파트너십을 맺고 지속가능성 자문 서비스를 제공하는 주체로 등장합니다. VLO: VLO 미등장.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
BLK↔HPQ,PARTNER_WITH,"SEC 10-K: BlackRock recorded approximately $3.0 billion of indefinite-lived management contracts, $2.7 billion",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"2025년 BlackRock은 HPS 거래와 관련하여 무한정 관리 계약, 유한정 관리 계약 및 유한정 투자자 관계를 기록했으며, Preqin 거래와 관련하여 유한정 고객 관계 및 유한정 기술 관련 무형 자산을 기록했습니다. HPS 거래 및 Preqin 거래와 관련된 자산의 취득일 공정 가치는 각각 수익 접근법과 대체 원가 접근법을 사용하여 결정되었습니다.",m&a|target_absent|truncated,"Unanticipated events may affect these assumptions.
 
During 2025, BlackRock recorded approximately $3.0 billion of indefinite-lived management contracts, $2.7 billion of finite-lived management contracts and $1.0 billion of finite-lived investor relationships in connection with the HPS Transaction and $1.1 billion of finite-lived customer relationships and $125 million of finite-lived technology-related intangible assets in connection with the Preqin Transaction.
The acquisition date fair value of the indefinite and finite-lived management contracts as well as finite-lived investor relationships recorded in connection with the HPS Transaction were determined using an income approach. The assumptions used in the income approach primarily included discount rates ranging from 8.0%-12.0%, as well as estimated revenue projections, synergies, investor attrition, operating profits and tax rates.
 
The acquisition date fair value of customer relationships and technology-related intangible assets recorded in connection with the Preqin Transaction were determined using an income approach and a replacement cost approach, respectively.",BLK 10-K FY2025 · Item 1 사업,BLK: 'BlackRock'으로 명시되어 HPS Transaction 및 Preqin Transaction과 관련하여 특정 계약 및 자산을 기록한 주체로 등장합니다. HPQ: HPQ 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
CAH↔IONQ,PARTNER_WITH,SEC 10-K: The performance of our MSO platforms positively impacted the year-over-year comparison of Pharma seg,,False,COMPETES_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,회사의 MSO 플랫폼 성과는 GIA 및 ION 인수로 인해 2025 회계연도에 제약 부문 이익의 전년 대비 비교에 긍정적인 영향을 미쳤습니다. 회사가 의사 진료 지원 및 관리 서비스를 성공적으로 제공하고 MSO 플랫폼 인수로부터 기대하는 가치를 얻는 능력은 여러 요인에 따라 달라집니다.,m&a|target_absent|truncated,"These risks and uncertainties may impact Pharma segment profit and consolidated operating earnings during fiscal 2026 and beyond.
Management Service Organization Platforms
The performance of our MSO platforms positively impacted the year-over-year comparison of Pharma segment profit during fiscal 2025 due to the acquisitions of GIA and ION. Our ability to successfully provide physician practice support and management services, and to receive the value we expect to receive from our recent acquisition of MSO platforms, depends upon a number of factors, including: the ability to develop or acquire and integrate appropriate practice management and support expertise; the ability to support recruitment, integration, and retention of sufficient numbers of local providers and staff; the ability to successfully support negotiations with vendors, suppliers, and payors; the reimbursement environment; and competition from other healthcare organizations.
Global Medical Products and Distribution Segment
Volumes
Cardinal Health brand medical products sales grew during fiscal 2025 and we expect further growth in fiscal 2026 and beyond.",CAH 10-K FY2025 · Item 7 MD&A,CAH: 'Our' 및 'Cardinal Health'로 지칭되며 MSO 플랫폼의 성과 및 GIA와 ION 인수에 대해 설명하는 주체로 등장합니다. IONQ: 'ION'으로 명시되어 CAH가 2025 회계연도에 인수한 대상 중 하나로 등장합니다.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
CB↔BLK,PARTNER_WITH,"SEC 10-K: In addition, Chubb has an arrangement with BlackRock, Inc. under which both Chubb and BlackRock, Inc",,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,True,False,,"Chubb는 BlackRock, Inc.와 특정 수수료의 총액에 대해 동등한 지분을 가질 수 있는 계약을 맺고 있으며, 이는 ABR Re와의 각 재보험 및 투자 관리 계약과 관련되어 있습니다. 이 BlackRock, Inc.와의 계약으로 인해 회사는 2025년, 2024년, 2023년에 각각 3백만 달러, 12백만 달러, 8백만 달러의 수익을 기록했습니다.",list|truncated,"In addition, Chubb has an arrangement with BlackRock, Inc. under which both Chubb and BlackRock, Inc. will be entitled to an equal share of the aggregate amount of certain fees, including underwriting and investment management performance related fees, in connection with their respective reinsurance and investment management arrangements with ABR Re. In connection with this arrangement with BlackRock, Inc., we recorded income of $
3
 million, $
12
 million, and $
8
 million in 
2025
, 
2024
, and 
2023
, respectively, which is recorded in Other (income) expense on the Consolidated statements of operations.",CB 10-K FY2025 · Item 1 사업,"CB: 'Chubb'로 명시되어 BlackRock, Inc.와 계약을 맺은 주체이자 ABR Re와의 재보험 및 투자 관리 계약과 관련하여 수익을 기록한 주체로 등장합니다. BLK: 'BlackRock, Inc.'로 명시되어 Chubb와 계약을 맺은 상대방이자 ABR Re와의 재보험 및 투자 관리 계약과 관련하여 특정 수수료의 지분을 가질 주체로 등장합니다.",
CRWD↔AMZN,PARTNER_WITH,"SEC 10-K: To further meet the compliance demands of the government, customers can elect to deploy the Falcon p",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"정부의 규제 요구를 충족하기 위해 고객은 AWS GovCloud에 Falcon 플랫폼을 배포할 수 있으며, 이 회사는 여러 정부 전체 사이버 보안 프로그램 및 계약에 성공적으로 통합되었습니다.",target_absent|truncated,"To further meet the compliance demands of the government, customers can elect to deploy the Falcon platform in the AWS GovCloud. We have also successfully been embedded into several strategic government-wide cybersecurity programs and contracts, such as the Department of Homeland Security’s Continuous Diagnostics and Mitigation Approved Products List, which serves to provide federal agencies with innovative security tools.",CRWD 10-K FY2025 · Item 1 사업,CRWD: 'We'로 지칭되며 Falcon 플랫폼을 제공하고 정부 사이버 보안 프로그램에 통합된 주체로 등장합니다. AMZN: 'AWS GovCloud'의 일부로서 Falcon 플랫폼이 배포될 수 있는 클라우드 환경을 제공하는 주체로 등장합니다.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
DAL↔AXP,PARTNER_WITH,"SEC 10-K: This is primarily composed of revenues related to lounge access, including access provided to certai",공항 라운지 서비스,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,공항 라운지 서비스,"2025년과 2024년 12월 31일로 마감된 기간 동안 MRO 사업은 각각 8억 2천2백만 달러와 6억 5천8백만 달러의 수익을 창출했으며, 이는 주로 라운지 이용, 여행 상품, 공동운항 계약 및 국제 합작 투자 파트너십 계약 정산과 관련된 수익으로 구성됩니다.",indirect|target_absent|truncated,"During the years ended December 31, 2025 and 2024, the MRO business generated revenues of $822 million and $658 million, respectively.
Miscellaneous.
 This is primarily composed of revenues related to lounge access, including access provided to certain American Express cardholders, travel products (e.g., car rentals or hotels booked with our commercial partners), codeshare agreements and international joint venture partnership contractual settlements. The increase in revenues was primarily driven by growth in travel products, codeshare and lounge access.
Delta Air Lines, Inc.",DAL 10-K FY2025 · Item 7 MD&A,"DAL: 'Delta Air Lines, Inc.'로 명시되어 해당 재무 정보를 보고하는 회사로 등장합니다. AXP: 'American Express cardholders'로 언급되며, 특정 카드 소지자에게 라운지 이용 혜택이 제공되는 대상의 주체로 간접적으로 언급됩니다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
DLR↔DLR,PARTNER_WITH,"SEC 10-K: Digital Realty Trust, Inc. (the Parent), through its controlling interest in Digital Realty Trust, L",,False,DEPENDS_ON,pending,pending,True,True,0.9,True,pending,pending,False,True,False,,"Digital Realty Trust, Inc.는 Digital Realty Trust, L.P.에 대한 지배 지분과 그 자회사를 통해 클라우드, 정보 기술 서비스, 금융 서비스 등 다양한 산업 분야의 고객을 위한 데이터 센터 솔루션을 제공하는 선도적인 글로벌 공급업체입니다. Operating Partnership은 Parent가 데이터 센터를 소유, 취득, 개발 및 운영하는 사업을 수행하는 법인입니다.",list|truncated,"Digital Realty Trust, Inc. (the Parent), through its controlling interest in Digital Realty Trust, L.P. (the Operating Partnership or the OP) and the subsidiaries of the OP (collectively, we, our, us or the Company), is a leading global provider of data center (including colocation and interconnection) solutions for customers across a variety of industry verticals ranging from cloud and information technology services, social networking and communications to financial services, manufacturing, energy, healthcare, and consumer products. The OP, a Maryland limited partnership, is the entity through which the Parent, a Maryland corporation, conducts its business of owning, acquiring, developing and operating data centers.",DLR 10-K FY2025 · Item 1 사업,"DLR (symbol_a): 'Digital Realty Trust, Inc.' 및 'the Parent'로 명시되며, 데이터 센터 솔루션의 글로벌 공급업체이자 Operating Partnership을 통해 사업을 운영하는 주체입니다. DLR (symbol_b): 'Digital Realty Trust, L.P.' 및 'the Operating Partnership (OP)'으로 명시되며, Digital Realty Trust, Inc.가 지배 지분을 통해 사업을 수행하는 파트너십 법인으로 등장합니다.",
