symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok,gate_class_v2,review_status_v2,self_contradiction,is_enumeration,symbol_boundary_ok,normalized_tag
MGM↔O,SUPPLIES_TO,SEC 10-K: MGM Resorts International continues to operate the properties.,부동산 임대,True,,pending,pending,True,True,0.6,True,pending,pending,False,False,False,부동산 임대
MMM↔SOLV,SUPPLIES_TO,"SEC 10-K: Transition Contract Manufacturing Agreement, dated as of March 31, 2024, by and between 3M Company a",,True,,pending,pending,False,True,0.6,True,pending,pending,False,True,False,
MPC↔SRE,SUPPLIES_TO,"SEC 10-K: Our customer contracts for our refined products storage business are structured as long-term, U.S. d",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
MSCI↔BLK,SUPPLIES_TO,"SEC 10-K: Certain of our clients are also significant shareholders, competitors or distributors of our content",,True,,pending,pending,False,False,0.2,True,pending,pending,False,False,False,
MU↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,True,False,
MU↔NVDA,SUPPLIES_TO,"SEC 10-K: We purchase memory from SK Hynix Inc., Micron Technology, Inc., and Samsung.",메모리,True,,pending,pending,False,True,1.0,True,pending,pending,False,True,False,반도체·메모리
ON↔LRCX,SUPPLIES_TO,"SEC 10-K: Our customer base includes leading semiconductor memory, foundry, and integrated device manufacturer",반도체 메모리,False,,pending,pending,False,True,0.1,True,pending,pending,False,False,False,반도체·메모리
ON↔ON,SUPPLIES_TO,"SEC 10-K: On October 27, 2025, we completed the acquisition of rights to Vcore power technologies, including a",Vcore 전력 기술,False,PARTNER_WITH,pending,pending,True,True,0.8,True,pending,pending,False,False,False,에너지·유전·수처리
PNR↔POOL,SUPPLIES_TO,"SEC 10-K: Our largest suppliers are Pentair plc, Zodiac Pool Systems, Inc. and Hayward Holdings, Inc., which a",수영장 용품,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,True,False,수영장 용품
PWR↔PWR,SUPPLIES_TO,SEC 10-K: Quanta’s Underground and Infrastructure segment provides comprehensive infrastructure solutions to c,인프라 솔루션,True,,pending,pending,True,True,0.6,True,pending,pending,False,False,False,기타
SATS↔AMT,SUPPLIES_TO,"SEC 10-K: For example, during the second half of 2025, Echostar Corporation, parent company to DISH, announced",,False,,pending,pending,True,True,0.0,True,pending,pending,False,True,False,
SNDK↔ANET,SUPPLIES_TO,"SEC 10-K: Our primary manufacturing partners are Jabil Inc., Sanmina Corporation and Foxconn Hon Hai.",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,
SRE↔NUE,SUPPLIES_TO,"SEC 10-K: Oncor also provides distribution services, consisting of retail delivery services to retail electric",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
TSM↔AVGO,SUPPLIES_TO,"SEC 10-K: The majority of our front-end wafer manufacturing operations is outsourced to external foundries, in",반도체 파운드리,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,반도체·메모리
TSM↔FTNT,SUPPLIES_TO,SEC 10-K: These contract manufacturers use foundries in Taiwan and Japan operated by either Taiwan Semiconduct,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
TSM↔NVDA,SUPPLIES_TO,"SEC 10-K: We utilize foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsu",반도체 파운드리,True,,pending,pending,False,True,1.0,True,pending,pending,False,True,False,반도체·메모리
V↔SYF,SUPPLIES_TO,SEC 10-K: We also face risks related to cyber-attacks and other security breaches in connection with credit ca,신용카드 결제,False,DEPENDS_ON,pending,pending,False,True,0.3,True,pending,pending,False,False,False,금융·결제·거래소
V↔V,SUPPLIES_TO,"SEC 10-K: Built on a cloud-based architecture, our Acceptance Platform solutions such as Cybersource and Autho",클라우드 기반 결제 솔루션,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW
VLO↔SRE,SUPPLIES_TO,"SEC 10-K: Our customer contracts for our refined products storage business are structured as long-term, U.S. d",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,
WMT↔CAG,SUPPLIES_TO,"SEC 10-K: Our largest customer, Walmart, Inc. and its affiliates, accounted for approximately 29% of consolida",식품 소매,True,,pending,pending,False,True,1.0,True,pending,pending,False,True,False,소매·소비재
WMT↔CL,SUPPLIES_TO,"SEC 10-K: Our sales to Walmart, Inc. and its affiliates represented approximately 11% of our Net sales in 2025",,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,
WMT↔KMB,SUPPLIES_TO,"SEC 10-K: Our largest customer, Walmart Inc., represented approximatel",생활용품,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,기타
WMT↔PG,SUPPLIES_TO,SEC 10-K: Sales to Walmart Inc. and its affiliates represent approximately 16% of our total sales in 2025 and ,,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,
