symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok,gate_class_v2,review_status_v2,self_contradiction,is_enumeration,symbol_boundary_ok,normalized_tag,summary_ko,summary_flags
AXP↔AMZN,PARTNER_WITH,"SEC 10-K: For example, our two largest redemption partners are Amazon and Delta.",리워드 프로그램,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,기타,회사의 두 최대 리뎀션 파트너가 Amazon과 Delta임을 언급한다.,
BKR↔NXT,PARTNER_WITH,"SEC 10-K: Over the past several years, we have made progress in strategic investments and acquisitions in emer",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,회사가 지난 몇 년간 신흥 시장에서 전략적 투자 및 인수를 진행했음을 서술한다.,m&a|target_absent|truncated
BKR↔VLO,PARTNER_WITH,"SEC 10-K: Over the past several years, we have made progress in strategic investments and acquisitions in emer",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,회사가 지난 몇 년간 신흥 시장에서 전략적 투자 및 인수를 진행했음을 서술한다.,m&a|target_absent|truncated
BLK↔HPQ,PARTNER_WITH,"SEC 10-K: BlackRock recorded approximately $3.0 billion of indefinite-lived management contracts, $2.7 billion",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,BlackRock이 약 30억 달러의 내용연수 없는 경영 계약과 27억 달러의 특정 자산을 기록했음을 서술한다.,target_absent|truncated
CAH↔IONQ,PARTNER_WITH,SEC 10-K: The performance of our MSO platforms positively impacted the year-over-year comparison of Pharma seg,,False,COMPETES_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,회사의 MSO 플랫폼 성과가 제약 부문의 전년 대비 비교에 긍정적인 영향을 미쳤음을 서술한다.,target_absent|truncated
CB↔BLK,PARTNER_WITH,"SEC 10-K: In addition, Chubb has an arrangement with BlackRock, Inc. under which both Chubb and BlackRock, Inc",,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,True,False,,"Chubb가 BlackRock, Inc.와 계약을 맺고 있으며, 해당 계약에 따라 양사가 활동함을 서술한다.",list|truncated
CRWD↔AMZN,PARTNER_WITH,"SEC 10-K: To further meet the compliance demands of the government, customers can elect to deploy the Falcon p",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,정부의 규정 준수 요구를 충족하기 위해 고객이 Falcon 플랫폼을 배포할 수 있음을 서술한다.,target_absent|truncated
DAL↔AXP,PARTNER_WITH,"SEC 10-K: This is primarily composed of revenues related to lounge access, including access provided to certai",공항 라운지 서비스,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,공항 라운지 서비스,"해당 수익이 주로 라운지 이용 관련이며, 특정 대상에게 제공된 이용권도 포함함을 서술한다.",target_absent|truncated
DLR↔DLR,PARTNER_WITH,"SEC 10-K: Digital Realty Trust, Inc. (the Parent), through its controlling interest in Digital Realty Trust, L",,False,DEPENDS_ON,pending,pending,True,True,0.9,True,pending,pending,False,True,False,,"Digital Realty Trust, Inc.가 Digital Realty Trust, L의 지배 지분을 통해 모회사 역할을 함을 서술한다.",list|truncated
EA↔MSFT,PARTNER_WITH,"SEC 10-K: Addendum to Xbox Console Publisher License Agreement, effective as of July 1, 2024, between Microsof",비디오 게임,True,,pending,pending,False,True,0.9,True,pending,pending,False,True,False,비디오 게임,2024년 7월 1일부터 Microsoft와 Xbox 콘솔 퍼블리셔 라이선스 계약의 추가 계약이 발효됨을 서술한다.,list|target_absent|truncated
EQT↔XEL,PARTNER_WITH,"SEC 10-K: Prior to that he served as Senior Director, Technical Accounting and Financial Reporting at Rice Ene",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,특정 인물이 이전에 Rice Energy에서 기술 회계 및 재무 보고 담당 선임 이사로 재직했음을 서술한다.,indirect|target_absent|truncated
EXR↔EXR,PARTNER_WITH,"SEC 10-K: The Company’s interest in its stores is held through its operating partnership, Extra Space Storage ",스토리지 운영,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,False,False,기타,회사는 Extra Space Storage라는 운영 파트너십을 통해 자사 매장에 대한 소유권을 보유하고 있습니다.,truncated
FTNT↔AMZN,PARTNER_WITH,"SEC 10-K: Depending on the solution or form factor purchased, customers may also access our products via the c",,False,PARTNER_WITH,pending,pending,False,True,0.1,True,noise_self_contradiction,pending,True,False,False,,고객들은 구매하는 솔루션이나 폼 팩터에 따라 특정 경로를 통해 회사의 제품에 접근할 수 있습니다.,target_absent|truncated
GDDY↔AMZN,PARTNER_WITH,"SEC 10-K: We also work to make certain of our products interoperable with services such as Yelp, Google, Amazo",서비스 연동,True,,pending,pending,False,True,0.9,True,pending,pending,False,True,False,기타,"회사는 자사 제품 중 일부가 Yelp, Google, Amazon과 같은 서비스와 상호 운용 가능하도록 노력하고 있습니다.",list|target_absent|truncated
GDDY↔GOOGL,PARTNER_WITH,"SEC 10-K: We also work to make certain of our products interoperable with services such as Yelp, Google, Amazo",웹 서비스 연동,True,,auto_candidate,pending,True,True,0.9,True,auto_candidate,pending,False,True,False,기타,"회사는 자사 제품 중 일부가 Yelp, Google, Amazon과 같은 서비스와 상호 운용 가능하도록 노력하고 있습니다.",list|truncated
GDDY↔META,PARTNER_WITH,"SEC 10-K: We also work to make certain of our products interoperable with services such as Yelp, Google, Amazo",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"회사는 자사 제품 중 일부가 Yelp, Google, Amazon과 같은 서비스와 상호 운용 가능하도록 노력하고 있습니다.",list|target_absent|truncated
GDDY↔XYZ,PARTNER_WITH,"SEC 10-K: we provide various payment options for customers, including through our partnerships and technical i",결제 서비스,True,,pending,pending,False,True,0.3,True,pending,pending,False,False,False,금융·결제·거래소,회사는 파트너십 및 기술 통합을 포함한 다양한 고객 결제 옵션을 제공합니다.,target_absent|truncated
HCA↔HCA,PARTNER_WITH,"SEC 10-K: The terms “HCA,” “Company,” “we,” “our,” or “us,” as used herein, refer to HCA Healthcare, Inc. and ",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,True,True,,"문서에서 사용된 “HCA”, “회사”, “우리”, “우리의”, “우리를”과 같은 용어는 HCA Healthcare, Inc. 및 그 관계사를 지칭합니다.",list|truncated
INCY↔REGN,PARTNER_WITH,"SEC 10-K: in 2022 and 2023, we decided to terminate our collaborations with Calithera Biosciences, Inc. and Sy",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"회사는 2022년과 2023년에 Calithera Biosciences, Inc. 및 Sy와의 협력을 종료하기로 결정했습니다.",list|target_absent|truncated
KDP↔KO,PARTNER_WITH,"SEC 10-K: These bottlers may be affiliated with Coca-Cola or with PepsiCo, or they may be independent.",,False,COMPETES_WITH,pending,pending,True,True,0.0,True,pending,pending,False,False,False,,해당 병입업체들은 코카콜라 또는 펩시코와 제휴 관계를 맺거나 독립적일 수 있습니다.,
KDP↔PEP,PARTNER_WITH,"SEC 10-K: These bottlers may be affiliated with Coca-Cola or with PepsiCo, or they may be independent.",,False,COMPETES_WITH,pending,pending,True,True,0.0,True,pending,pending,False,False,False,,해당 병입업체들은 코카콜라 또는 펩시코와 제휴 관계를 맺거나 독립적일 수 있습니다.,
KDP↔SBUX,PARTNER_WITH,"SEC 10-K: Our partner brands include Starbucks, Dunkin', Folgers, and Peet's, among others.",커피 제품,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,커피 제품,"회사는 스타벅스, 던킨, 폴저스, 피츠 등을 파트너 브랜드로 언급한다.",list
LEN↔INVH,PARTNER_WITH,"SEC 10-K: In April 2024, Upward America entered into a joint venture agreement and property management agreeme",단독 주택 임대,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,단독 주택 임대,"2024년 4월, Upward America는 합작 투자 계약 및 자산 관리 계약을 체결했다.",target_absent|truncated
MCK↔APO,PARTNER_WITH,"SEC 10-K: on April 20, 2026, we announced a definitive agreement under which funds managed by affiliates of Ap",,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,,"회사는 2026년 4월 20일, 특정 계열사들이 관리하는 펀드와 관련된 최종 계약을 발표했다.",m&a|target_absent|truncated
MCK↔WMT,PARTNER_WITH,SEC 10-K: We also source generic pharmaceutical drugs through our ClarusONE Sourcing Services LLP joint ventur,제네릭 의약품,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,헬스케어·의료기기·제약,회사는 ClarusONE Sourcing Services LLP 합작 투자를 통해 제네릭 의약품을 조달한다.,target_absent|truncated
MMM↔SOLV,PARTNER_WITH,"SEC 10-K: On April 1, 2024, the Company completed the planned spin-off of its Health Care business as an indep",헬스케어 사업,False,DEPENDS_ON,pending,pending,False,True,0.9,True,pending,pending,False,False,False,헬스케어·의료기기·제약,"2024년 4월 1일, 회사는 헬스케어 사업부를 독립 기업으로 분사하는 계획을 완료했다.",m&a|target_absent|truncated
MNST↔PEP,PARTNER_WITH,"SEC 10-K: For example, PepsiCo entered into a long-term strategic distribution arrangement with Celsius Holdin",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,False,False,,펩시코는 Celsius Holding과 장기적인 전략적 유통 계약을 체결했다.,truncated
MSCI↔BLK,PARTNER_WITH,"SEC 10-K: Certain of our clients are also significant shareholders, competitors or distributors of our content",,True,,pending,pending,False,False,0.5,True,pending,pending,False,False,False,,"회사의 일부 고객은 회사의 주요 주주, 경쟁자 또는 콘텐츠 유통사이기도 하다.",target_absent|truncated
MTB↔MTB,PARTNER_WITH,"SEC 10-K: At December 31, 2025, M&T had two wholly-owned bank subsidiaries: M&T Bank and Wilmington Trust, N.A",은행 서비스,False,DEPENDS_ON,pending,pending,True,True,1.0,True,pending,pending,False,False,False,금융·결제·거래소,"2025년 12월 31일 기준, M&T는 M&T Bank와 Wilmington Trust, N.A. 두 개의 100% 소유 은행 자회사를 보유하고 있었다.",truncated
ORCL↔CVX,PARTNER_WITH,"SEC 10-K: For example, following our acquisition of Cerner Corporation, we also face competition from large he",,False,,pending,pending,True,False,0.0,True,pending,pending,False,False,False,,"Cerner Corporation 인수에 따라, 회사는 대형 헬스케어 기업들과의 경쟁에 직면하게 되었다.",m&a|truncated
PANW↔IBM,PARTNER_WITH,"SEC 10-K: In June 2025, we amended the terms of our contingent consideration arrangement with International Bu",,False,SUPPLIES_TO,pending,pending,True,True,0.7,True,pending,pending,False,False,False,,"2025년 6월, 회사는 International Bu와의 우발적 대가 계약 조건을 수정했다.",m&a|truncated
PEP↔SBUX,PARTNER_WITH,"SEC 10-K: PBNA also, either independently or in conjunction with third parties, makes, markets, distributes an",음료 유통,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,음료 유통,"PBNA가 독립적으로 또는 제3자와 협력하여 제품을 제조, 마케팅, 유통한다고 서술한다.",target_absent|truncated
ROP↔HPQ,PARTNER_WITH,"SEC 10-K: —ConstructConnect, DAT, Foundry, iPipeline, iTradeNetwork, MHA, SHP, SoftWriters, and Subsplash;",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"ConstructConnect, DAT, Foundry 등 여러 회사 이름을 나열하고 있다.",list|target_absent|truncated
SATS↔SATS,PARTNER_WITH,"SEC 10-K: governing the purchase, sale and other disposition by directors, officers and employees of securitie",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"이사회 구성원, 임원 및 직원에 의한 증권의 매수, 매도 및 기타 처분에 관한 규정을 언급한다.",target_absent|truncated
SMCI↔ALGN,PARTNER_WITH,"SEC 10-K: We also collaborate on design and development activities with Ablecom and Compuware, where we substa",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,회사가 Ablecom 및 Compuware와 설계 및 개발 활동에 대해 협력한다고 서술한다.,target_absent|truncated
TECH↔TMO,PARTNER_WITH,"SEC 10-K: We sell our products directly to customers who are primarily located in North America, Europe and Ch",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"회사가 주로 북미, 유럽, 중국에 위치한 고객에게 제품을 직접 판매한다고 서술한다.",target_absent|truncated
TGT↔AAPL,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",소비자 전자제품 유통,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,소매·소비재,회사가 Apple을 포함한 다양한 다른 회사들과 소비자 대면 관계를 맺고 있다고 서술한다.,target_absent|truncated
TGT↔SBUX,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,회사가 Apple을 포함한 다양한 다른 회사들과 소비자 대면 관계를 맺고 있다고 서술한다.,target_absent|truncated
TGT↔ULTA,PARTNER_WITH,"SEC 10-K: In addition, we have consumer-facing relationships with a variety of other companies, including Appl",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,회사가 Apple을 포함한 다양한 다른 회사들과 소비자 대면 관계를 맺고 있다고 서술한다.,target_absent|truncated
TPL↔ACN,PARTNER_WITH,"SEC 10-K: From 2004 to 2013, Ms. Duganier was a Managing Director at Accenture, a multinational professional s",,False,,pending,pending,True,True,0.0,True,pending,pending,False,False,False,,Duganier 씨가 2004년부터 2013년까지 Accenture의 매니징 디렉터였다는 경력을 언급한다.,indirect|truncated
TPL↔CNP,PARTNER_WITH,"SEC 10-K: Ms. Duganier currently serves on the board of directors of CenterPoint Energy (NYSE: CNP), an electr",,False,PARTNER_WITH,pending,pending,True,True,0.5,True,noise_self_contradiction,pending,True,False,True,,Duganier 씨가 현재 전력 회사인 CenterPoint Energy 이사회에서 근무하고 있음을 언급한다.,indirect|truncated
TPL↔SPGI,PARTNER_WITH,"SEC 10-K: and of MRC Global Inc. (NYSE: MRC) (2015-2024), an industrial distributor of pipes, valves and other",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"MRC Global Inc.는 파이프, 밸브 등을 유통하는 산업 유통업체이다.",truncated
WAB↔NSC,PARTNER_WITH,"SEC 10-K: In both 2025 and 2024, Canadian National Railway Company, Norfolk Southern and Union Pacific Railroa",,False,PARTNER_WITH,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"2025년과 2024년에 Canadian National Railway Company, Norfolk Southern, Union Pacific Railroad가 언급되었다.",list|truncated
WDAY↔ADP,PARTNER_WITH,"SEC 10-K: Our global partnerships with payroll providers, including Automatic Data Processing, Inc. (“ADP”), R",급여 서비스,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,True,기타,"회사는 Automatic Data Processing, Inc. (ADP)를 포함한 급여 제공업체들과 글로벌 파트너십을 맺고 있다.",list|truncated
WDAY↔AMZN,PARTNER_WITH,"SEC 10-K: Strategic partnerships with public cloud providers, including Amazon Web Services, Inc. (“AWS”) and ",클라우드 서비스,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,클라우드·엔터프라이즈SW,"회사는 Amazon Web Services, Inc. (AWS)를 포함한 공공 클라우드 제공업체들과 전략적 파트너십을 맺고 있다.",list|truncated
WDAY↔GOOGL,PARTNER_WITH,"SEC 10-K: Strategic partnerships with public cloud providers, including Amazon Web Services, Inc. (“AWS”) and ",클라우드 컴퓨팅,True,,pending,pending,False,True,0.7,True,pending,pending,False,True,False,클라우드·엔터프라이즈SW,"회사는 Amazon Web Services, Inc. (AWS)를 포함한 공공 클라우드 제공업체들과 전략적 파트너십을 맺고 있다.",list|target_absent|truncated
WDAY↔MSFT,PARTNER_WITH,"SEC 10-K: For example, our partnership with Microsoft Corporation (“Microsoft”), announced in fiscal 2026, wil",,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,False,False,,2026 회계연도에 발표된 Microsoft Corporation과의 파트너십이 언급되었다.,truncated
WDAY↔MU,PARTNER_WITH,"SEC 10-K: Our global partnerships with payroll providers, including Automatic Data Processing, Inc. (“ADP”), R",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"회사는 Automatic Data Processing, Inc. (ADP)를 포함한 급여 제공업체들과 글로벌 파트너십을 맺고 있다.",list|target_absent|truncated
WST↔ROP,PARTNER_WITH,"SEC 10-K: He has also served as an Independent Director at OraSure Technologies, Inc. since 2023.",,False,SUPPLIES_TO,pending,pending,True,True,0.0,True,pending,pending,False,False,False,,"한 인물이 2023년부터 OraSure Technologies, Inc.의 사외이사로 재직해 왔다.",indirect
XYZ↔V,PARTNER_WITH,SEC 10-K: Cash App Card offers customers the ability to store funds in Cash App and subsequently use these fun,직불 카드,True,,pending,pending,False,True,0.3,True,pending,pending,False,False,False,금융·결제·거래소,Cash App Card는 고객이 Cash App에 자금을 보관하고 사용할 수 있는 기능을 제공한다.,target_absent|truncated
A↔WST,SUPPLIES_TO,"SEC 10-K: Prior to joining West, he served as the Chief Financial Officer of Agilent Technologies Inc, a provi",,False,,pending,pending,True,True,0.0,True,pending,pending,False,False,False,,한 인물이 West에 합류하기 전 Agilent Technologies Inc.의 최고재무책임자(CFO)로 근무했다.,indirect|truncated
ALGN↔AVGO,SUPPLIES_TO,"SEC 10-K: We use third-party CMs for a significant majority of our assembly and test operations, including TSM",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,회사가 TSM을 포함한 외부 계약 제조업체들을 조립 및 테스트 작업의 상당 부분에 활용하고 있음을 서술한다.,target_absent|truncated
ALGN↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"회사의 현재 제조 파트너로 Accton Technology와 IBASE Technology, Inc. 등을 언급한다.",list|target_absent|truncated
ALGN↔IDXX,SUPPLIES_TO,SEC 10-K: We also sell our products to dental laboratories who use our products to manufacture or customize th,치과 기공,False,SUPPLIES_TO,pending,pending,True,True,0.1,True,noise_self_contradiction,pending,True,False,False,치과 기공,"회사가 제품을 치과 기공소에 판매하며, 이 기공소들은 해당 제품을 제조 또는 맞춤 제작에 사용한다고 서술한다.",truncated
ALGN↔SMCI,SUPPLIES_TO,"SEC 10-K: We work with Ablecom, one of our key contract manufacturers and a related party, for our chassis and",,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"회사가 Ablecom과 섀시 관련 작업을 위해 협력하며, Ablecom은 핵심 계약 제조업체이자 관계사라고 언급한다.",target_absent|truncated
AMZN↔ADSK,SUPPLIES_TO,"SEC 10-K: We rely on third parties, such as Amazon Web Services, to provide us with operational and technical ",클라우드 컴퓨팅,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,회사가 Amazon Web Services와 같은 외부 업체에 운영 및 기술 지원을 의존한다고 서술한다.,target_absent|truncated
AOS↔AMZN,SUPPLIES_TO,SEC 10-K: We sell our A. O. Smith branded water treatment products primarily through our water quality dealer ,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,회사가 A. O. Smith 브랜드 수처리 제품을 주로 수질 딜러 네트워크를 통해 판매한다고 서술한다.,target_absent|truncated
CAH↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"2025년에 McKesson Corporation, Cardinal Health, Inc. 및 Cencora, Inc. 세 도매 유통업체를 언급한다.",list|target_absent
CAH↔BAX,SUPPLIES_TO,"SEC 10-K: In the United States, third parties, such as Cardinal Health, Inc. and Medline Inc., warehouse and s",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"미국에서 Cardinal Health, Inc.와 Medline Inc.와 같은 외부 업체가 창고 및 배송 업무를 수행한다고 서술한다.",list|target_absent|truncated
CAH↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",의약품 유통,True,,pending,pending,False,True,0.7,True,pending,pending,False,False,False,헬스케어·의료기기·제약,과거 미국 총 제품 매출의 약 90%가 세 곳의 대형 도매업체에서 발생했다고 서술한다.,target_absent|truncated
CAT↔FIX,SUPPLIES_TO,"SEC 10-K: The primary manufacturers of the major components in a commercial MEP system are: Trane, Carrier, Yo",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"상업용 MEP 시스템 주요 부품의 주요 제조업체로 Trane, Carrier, Yo 등을 언급한다.",target_absent|truncated
CMI↔FIX,SUPPLIES_TO,"SEC 10-K: The primary manufacturers of the major components in a commercial MEP system are: Trane, Carrier, Yo",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"상업용 MEP 시스템 주요 부품의 주요 제조업체로 Trane, Carrier, Yo 등이 언급되었다.",target_absent|truncated
CMI↔PCAR,SUPPLIES_TO,SEC 10-K: Engines not manufactured by the Company are purchased from Cummins Inc. (Cummins).,엔진,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,자동차·부품·산업재,해당 회사가 제조하지 않는 엔진은 Cummins Inc.로부터 구매한다.,target_absent
COP↔ATO,SUPPLIES_TO,"SEC 10-K: Major suppliers during fiscal 2025 were ARM Energy Management LLC, Cima Energy, LP, ConocoPhillips C",천연가스 공급,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,천연가스 공급,"2025 회계연도 동안의 주요 공급업체로 ARM Energy Management LLC, Cima Energy, LP, ConocoPhillips C 등이 언급되었다.",list|truncated
COR↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"2025년에 McKesson Corporation, Cardinal Health, Inc., Cencora, Inc. 등 세 개의 도매 유통업체가 언급되었다.",list|target_absent
COR↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",,False,SUPPLIES_TO,pending,pending,False,True,0.1,True,noise_self_contradiction,pending,True,False,False,,과거에는 미국 내 총 제품 판매의 약 90%가 세 개의 대형 도매업체에 해당했다.,target_absent|truncated
CRWD↔HLT,SUPPLIES_TO,"SEC 10-K: For example, in July 2024 a software update by CrowdStrike Holdings, Inc., a cybersecurity technolog",,False,,pending,pending,True,True,0.0,True,pending,pending,False,True,False,,"2024년 7월에 사이버 보안 기술 기업인 CrowdStrike Holdings, Inc.의 소프트웨어 업데이트 사례가 언급되었다.",list|truncated
DD↔Q,SUPPLIES_TO,"SEC 10-K: On May 22, 2024, DuPont de Nemours, Inc. (""DuPont"" or ""Parent"") announced its plan to separate Qnity",,False,DEPENDS_ON,pending,pending,True,True,0.9,True,pending,pending,False,True,False,,"2024년 5월 22일, DuPont de Nemours, Inc.는 Qnity를 분사할 계획을 발표했다.",list|m&a|truncated
DLTR↔CPB,SUPPLIES_TO,"SEC 10-K: Our products are generally resold to consumers through retail food chains, mass discounters, mass me",식품 유통,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,식품 유통,"해당 회사의 제품은 일반적으로 소매 식품 체인, 대형 할인점, 대량 판매업체를 통해 소비자에게 재판매된다.",target_absent|truncated
DTE↔GM,SUPPLIES_TO,"SEC 10-K: Energy Trading's customer base is predominantly utilities, local natural gas distribution companies,",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"Energy Trading의 고객 기반은 주로 공공 시설, 지역 천연가스 유통 회사 등으로 구성되어 있다.",target_absent|truncated
ETN↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"현재 제조 파트너로 Accton Technology와 IBASE Technology, Inc. 등이 포함된다.",list|target_absent|truncated
ETN↔PCAR,SUPPLIES_TO,SEC 10-K: The Company purchased a significant portion of its transmissions from Eaton Corporation Plc. (Eaton),변속기,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,변속기,회사는 Eaton Corporation Plc. (Eaton)으로부터 변속기의 상당 부분을 구매했다.,target_absent
FISV↔SYF,SUPPLIES_TO,SEC 10-K: We also face risks related to cyber-attacks and other security breaches in connection with credit ca,신용카드,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,금융·결제·거래소,회사는 신용카드와 관련된 사이버 공격 및 기타 보안 침해 위험에 직면한다.,target_absent|truncated
FN↔NVDA,SUPPLIES_TO,SEC 10-K: We engage with independent subcontractors and contract manufacturers such as Hon Hai Precision Indus,,False,SUPPLIES_TO,pending,pending,False,True,0.1,True,noise_self_contradiction,pending,True,False,False,,회사는 Hon Hai Precision Indus와 같은 독립 하청업체 및 계약 제조업체와 협력한다.,target_absent|truncated
FTNT↔EA,SUPPLIES_TO,"SEC 10-K: We work with many technology distributors, including Arrow Electronics, Inc., Exclusive, Ingram Micr",,False,,pending,pending,True,True,0.0,True,pending,pending,False,True,False,,"회사는 Arrow Electronics, Inc., Exclusive, Ingram Micro 등 여러 기술 유통업체와 협력한다.",list|truncated
GIS↔DRI,SUPPLIES_TO,"SEC 10-K: We were acquired by General Mills, Inc. in 1970 and became a separate publicly held company in 1995 ",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"회사는 1970년 General Mills, Inc.에 인수되었고, 1995년 독립적인 상장 회사가 되었다.",m&a|target_absent|truncated
GM↔APTV,SUPPLIES_TO,"SEC 10-K: For example, in 2025, General Motors (“GM”) restructured their operations in China given challenges ",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,2025년 General Motors(GM)는 도전적인 상황에 대응하여 중국 사업 운영을 재편성했다.,indirect|target_absent|truncated
HCA↔RVTY,SUPPLIES_TO,SEC 10-K: and held a number of global management operational positions with GE Healthcare.,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,해당 인물은 GE Healthcare에서 여러 글로벌 경영 운영직을 맡았다.,indirect|target_absent
HOLX↔WST,SUPPLIES_TO,"SEC 10-K: From 2014 to 2018, Mr. McMahon served as Chief Financial Officer at Hologic, Inc, a developer, manuf",,False,,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"2014년부터 2018년까지 Mr. McMahon은 개발 및 제조업체인 Hologic, Inc의 최고재무책임자(CFO)로 재직했다.",indirect|list|target_absent|truncated
INVH↔LEN,SUPPLIES_TO,"SEC 10-K: In addition, Lennar engaged Invitation Homes to provide certain asset management services for the Up",자산 관리 서비스,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,False,False,자산 관리 서비스,Lennar는 Invitation Homes에 Up 관련 특정 자산 관리 서비스를 제공하도록 위임했다.,truncated
JBL↔ANET,SUPPLIES_TO,"SEC 10-K: Our primary manufacturing partners are Jabil Inc., Sanmina Corporation and Foxconn Hon Hai.",전자제품 위탁생산,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,전자제품 위탁생산,"회사의 주요 제조 파트너는 Jabil Inc., Sanmina Corporation 및 Foxconn Hon Hai이다.",target_absent
